,Unnamed: 0,tweet_text,text,polarity,sentimen
3877,3877,"Dukung Penyesuaian Harga BBM , Strategi Tepat Pemerintah Dalam Menyelamatkan Perekonomian Indonesia   - Suara Orang Sumatera Utara -  #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/P9SuvcJD8c","support according to the price of fuel, the strategy is right on command in safe the Indonesian economy, the voice of the people of North Sumatra",0.39285714285714285,positif
3885,3885,Langkah pemerintah merupakan yang terbaik untuk masyarakat. Warga Nusa Tenggara Timur dukung kebijakan pemerintah dan siap menyesuaikan harga BBM.  #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/O5jcuSuHcd,"step by step good order for the people of East Nusa Tenggara, support wise orders and be ready according to fuel prices",0.5333333333333333,positif
3895,3895,Penyesuaian harga BBM demi subsidi tepat sasaran.  Banten dukung kebijakan pemerintah.  #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/pzv2reTJBf,"According to fuel prices, for the sake of subsidies, right on target, Banten supports wise orders",0.4928571428571428,positif
3898,3898,"Penyesuaian harga BBM di Indonesia adalah momentum alihkan APBN dan maksimalkan EBT. Ayo masyarakat Sumatera Utara, sama2 kita dukung kebijakan Pemerintah...!! #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/PgBS8jCm5R",according to the price of fuel in Indonesia is the momentum to transfer the state budget and the maximum ebt let's the people of North Sumatra together we support wise orders,0.7,positif
3900,3900,Masyarakat Nusa Tenggara Timur harus tahu alasan kenapa kita harus menyesuaikan harga BBM. Itu semua kebaikan bersama dan juga agar tidak membebani APBN.  Kebijakan pemerintah terbaik melalui penyesuaian harga BBM. #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/AUgMHgPB6H,"The people of East Nusa Tenggara must know the reason why we have to match the price of fuel, everything is good and also so that it doesn't burden the state budget wisely, order well, then according to the price of fuel",0.7,positif
3904,3904,"Pemanfaatan APBN harus dilakukan dengan sebaik mungkin, salah satunya menyesuaikan harga BBM dengan mengalihkan anggaran subsidi ke bansos. Masyarakat Sumatera Utara sangat setuju dan mendukung kebijakan Pemerintah.. #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/fYXKmEbWtk","the benefits of the state budget must sell well, maybe one according to the price of fuel, by transferring the subsidy budget to social assistance, the people of North Sumatra are very focused and support wise orders",0.3111111111111111,positif
3911,3911,"Pembagian BLT BBM, Petugas Pos Langsung Datangi Lansia. ~Alhamdulillah dapat BLT BBM dan diantarkan ke rumah, jadi nggak perlu antri.  Masyarakat penerima BLT BBM antusias sambut PT Pos antar bantuan ke rumah. Sangat Bersyukur pemerintah sangat baikÃ°ÂÂÂÃ°ÂÂÂ https://t.co/ermgr4lYUn","for blt bbm postal assignments, the elderly came straight away, thank God, they got blt bbm and delivered it to the house, so there was no need to queue, the community received blt bbm enthusiastically welcomed pt pos delivery help to the house, very grateful, the order was very good",0.4366666666666667,positif
3915,3915,"Betul kang...  Bbm, lpg dan tdl adlh kebutuhan primer yg paling mendasar dan vital dlm kehidupan untuk hajat hidup orang banyak. Semua yg menyangkut hajat hidup orang banyak perlu dikendalikan penuh oleh pemerintah agar tdk menimbulkan gejolak dan kesenjangan sosial...  #Eling https://t.co/S8xTyF28eS https://t.co/V57usq9MFy","That's right, bbm lpg and tdl is that we need the most basic and vital primer in life for the needs of many people, all those who are concerned with the needs of many people's lives need full control by order so that social turmoil and divisions do not arise",0.2836309523809524,positif
3919,3919,"Anggota Fraksi @PDemokrat @FPD_DPR @SartonoHutomo meminta Pemerintah utk memikirkan nasib Rakyat. ""Saat ini Rakyat sudah berat akibat kenaikan BBM dan inflasi. Sekarang mau masak aja dipusingkan (dengan wacana kenaikan daya listrik &amp; kompor listrik) lagi.""  #DemokratPeduliRakyat https://t.co/7kDApKZEcV",Members of the DPR faction asked for an order to think about the people's fate at this time. The people are already having a hard time due to rising fuel prices and inflation.,-0.20833333333333334,negatif
3920,3920,"Apa ya jadinya jika motor/mobil/mesin penggerak yg disubsidi pemerintah, dan bbm biarin aja dipatok harga dunia. Yg kreatif senyum, yg suka ngomong  demo.","what if the car's motor is a motion machine that subsidizes orders and fuel just let it be a world price peg that is creative, smiles that likes to talk demos",0.5,positif
3922,3922,Suka semangatnya membantu pemerintah mengurangi subsidi bbm Ã°ÂÂÂ https://t.co/UKV6oFvv7x,like the enthusiasm to help orders less fuel subsidies,-0.16666666666666666,negatif
3923,3923,"Anggota Komisi VII Fraksi @PDemokrat DPR, @SartonoHutomo menilai, rencana mengkonversi LPG 3 kg ke kompor listrik, tdk sesederhana hanya berikan kompor listrik  Karenanya, ia meminta pemerintah lebih bijak membuat kebijakan krn saat ini rakyat sdg sulit akibat kenaikan harga bbm. https://t.co/3qCywxPdqo",a member of commission vii from the parliamentary faction assessed the plan to convert kg lpg to an electric stove is not simple just fish for an electric stove because he asked for wiser orders to be wiser because currently the people are having a hard time due to rising fuel prices,-0.10416666666666667,negatif
3924,3924,NNPC sendiri belum menyerahkan uang kepada pemerintah federal tahun ini karena sebagian besar biaya subsidi https://t.co/ub4P0cKr6o,The NNPC itself has not submitted any money to a federal order this year due to the large cost of subsidies,0.04464285714285714,positif
3928,3928,"Presiden @Jokowi menyampaikan bahwa secara nasional, penyaluran bantuan langsung tunai (BLT) BBM sampai saat ini sudah mencapai 96,6 persen. https://t.co/P7XDRqT70B","the president said that the national method for direct cash assistance, blt bbm, has so far reached a percent",0.1,positif
3930,3930,Pemerintah Berikan Warning 2035 Akan stop produksi bomil BBM. Indra Herlambang I Jeno I V ON STARRY NIGHT I renjun I Raisa I jisung I Sehun I Hot Sauce I Ferdy Sambo I Rusuh #Ã¬Â°Â¬Ã¬ÂÂ´Ã¬ÂÂ_Ã¬Â ÂÃ¬ÂÂ­Ã¬Â¶ÂÃ­ÂÂÃ­ÂÂ´_Ã«Â³Â´ÃªÂ³Â Ã¬ÂÂ¶Ã¬ÂÂÃ¬ÂÂ´ #ÃÂÃÂ­ÃÂ¯ÃÂ«_ÃÂ§ÃÂÃÂ§ÃÂ #KWAVETRANSTV2022 #Nordstream https://t.co/iZoqgYV3u9,the warning fish order will stop production of bomil bbm indra herlambang jeno starry night renjun raisa jisung hun hot sauce ferdy sambo riot,0.25,positif
3931,3931,Mari kita kurangi subsidi pemerintah ke @pertamina   Bagaimana caranya?  Karena yg disubsidi pertamina ya mari kita pakai shell vivo dan merk selain pertamina.  Nasionalisme? Weits tunggu dulu.  Naikin harga bbm sekaligus mengurangi kualitas itu apa namanya?NKRI HARGA NAIK TERUS. https://t.co/BWs1q9wRVF,let's not subsidize orders to how to do it because those who subsidize pertamina let's use shell vivo and brands other than Pertamina nationalism weits wait first to increase fuel prices while at the same time lacking in quality what's the name nkri prices keep going up,0.041666666666666664,positif
3932,3932,"SDH NAIKIN HRG BBM PREMIUM DIHILANGKAN PERALITENYAPUN DI KAD ALIN,UTK MERAS RAKYAT KECIL. PKS Desak Pemerintah Tindak Lanjuti Keluhan BBM Jenis Pertalite Lebih Boros https://t.co/Ap7alMXxoN","already increased the price of premium fuel, the peralite is gone, even in the kadal for the lowly people's race, the pks insists on follow-up complaints, pertalite fuel is more wasteful",0.25,positif
3935,3935,Seharusnya pemerintah mendukung usaha VIVO dalam kegiatan menjual BBM karena pemerintah tak perlu repot lagi untuk menggelontorkan subsidi. https://t.co/BEmXI7QNL7,I have to order Vivo to actively sell fuel because orders don't need to bother pouring subsidies anymore,-0.13333333333333333,negatif
3942,3942,Saya malah baru tahu alasan kenaikan harga BBM adalah perang. Dampak Perang Rusia-Ukraina jelas terjadi saat Pemerintah menaikkan anggaran subsidi energi dari Rp 152 T menjadi Rp 502 T. Lalu penambahan kuota dan pelemahan Rupiah berpotensi meningatkan beban subsidi sd Rp 700 T. https://t.co/W6D6CzfTVY,"I even just found out that the reason for the increase in fuel prices is war, the impact of the Russia-Ukraine war is clear, so when the order was ordered to increase the energy subsidy budget from Rp.",0.10000000000000002,positif
3943,3943,2.847 Angkot dari 58 Trayek di Kabupaten Bandung dapat BBM Gratis dari Pemerintah https://t.co/7O1fq3cpOs,angkot from routes in Bandung district get free fuel from the order,0.4,positif
3945,3945,"Penyaluran bantuan langsung tunai bahan bakar minyak (BLT BBM) sudah mencapai 95,9 persen. Pemerintah memberikan bantuan sosial tersebut untuk menjaga daya beli masyarakat.   Baca selengkapnya di https://t.co/3MZrSN5CLK  #InfoTempo #SubsidiTepatSasaran #CerdasPakaiBBM https://t.co/D9DCPldV8m",distribution of direct cash assistance fuel blt bbm has reached the percent order to provide social assistance call to maintain people's purchasing power read in full at,0.1611111111111111,positif
3946,3946,PKS Desak Pemerintah Tindak Lanjuti Keluhan BBM Jenis Pertalite Lebih Borosvv https://t.co/Jfck7xnSEr,pks insists on follow-up orders for pertalite fuel type complaints that are more wasteful,0.5,positif
3947,3947,Beredar Isu Pertalite Lebih Boros DPR Desak Pemerintah Cek Kualitas BBM https://t.co/EWYAGOS8QZ #sariagri #pertanian,Circulating the Pertalite issue is more wasteful than insisting on an order to check the quality of fuel,0.5,positif
3948,3948,"Untuk kali ini,harga BBM kemungkinan besar tidak semulus tahun -tahun yang lalu,untuk dapat menaikan harganya.Disini ketemu dengan batunya,sehingga pemerintah mau tak mau harus mencari alternatif lain,apakah dari hasil bumi yang melimpah untuk diekpor ,melakukan kedisiplinan dll.","this time, the price of fuel may not have been smooth in recent years, to be able to increase the price here, we met with a stone, so the command inevitably had to find another alternative, whether from abundant agricultural products to be exported, discipline, etc.",0.3,positif
3949,3949,"Presiden Jokowi pastikan penyaluran bantuan Pemerintah di Kota Ternate berjalan lancar. Presiden menyampaikan bahwa secara nasional, penyaluran bantuan langsung tunai (BLT) BBM sampai saat ini sudah mencapai 96,6%. https://t.co/8M2YQbQskn","president jokowi is sure to distribute aid to orders in the city of Ternate, the president's smooth running until that national way of direct cash assistance, blt bbm, has so far been accomplished",0.26,positif
3950,3950,PKS Desak Pemerintah Tindak Lanjuti Keluhan BBM Jenis Pertalite Lebih Boros https://t.co/gRKYKqLsbz,pks insists on a follow-up order to complain that pertalite fuel is more wasteful,0.5,positif
3951,3951,"Anggota Komisi VII Fraksi Demokrat DPR, @SartonoHutomo menilai, rencana mengkonversi LPG 3 kg ke kompor listrik, tidak sesederhana hanya berikan kompor listrik  Karenanya, ia meminta pemerintah lebih bijak membuat kebijakan krn saat ini rakyat sdg sulit akibat kenaikan harga bbm. https://t.co/saz5neNfH6",member of commission vii democrat faction of dpr values ​​plan to convert kg lpg to electric stove not simple just fish electric stove because he asked for wiser orders to be wiser because currently the people are having a hard time due to rising fuel prices,-0.10416666666666667,negatif
3952,3952,Apakah pemerintah terutama @Barantan_RI dan @Kemendag dengan terus turunnya harga karet ini ? Sudah hampir satu bulan harga karet terus menurus ditengah naik nya harga BBM dan bahan pokok.  Apakah pemerintah sudah tidak lagi menghargai petani ?  Pak @jokowi tolonglah Ã°ÂÂÂ https://t.co/FwUx5mmoyY,"Is the main order of the Republic of Indonesia and with the continued decline in the price of rubber, it has been almost a month since the price of rubber has continued to fluctuate in the midst of rising prices for fuel and staples, is the order no longer a farm price, sir, please",0.16666666666666666,positif
3953,3953,"Berdalih subisidi yang salah sasaran, pemerintah resmi menaikkan harga BBM pada 3 September 2022. Hingga kini, hal ini masih dapat berbagai penolakan.   Inilah kumpulan dokumentasi aksi penolakan kenaikan harga BBM di 8 kota di Indonesia.  https://t.co/21FpoTYuQ6 https://t.co/vvzGBpQGUN","the pretext of subsidies that are wrongly targeting the official order to increase fuel prices in September until now this can still be rejected, gather documentation of actions to refuse to increase fuel prices in cities in Indonesia",-0.5,negatif
3957,3957,BLT BBM efektif bantu masyarakat #Bansos #Bantuansosial #BBM #APBN #PenyesuaianBBM #Subsidi #Subsidisubstitusi #Pemerintah #Subsiditepat https://t.co/dEfT34Sert,blt bbm is effective in helping the community,0.6,positif
3959,3959,meringankan pemerintah dengan ga beli bbm subsidi.. https://t.co/FOaXS1X373,light orders by not buying subsidized fuel,0.4,positif
3962,3962,"Meme Creation Nama: Arvin Fernanda Saputra Kelompok: Eos (18) what do you think when you see this meme?  Kenaikan BBM bukan hanya menjadi keresahan Mahasiswa saja tetapi juga meresahkan masyarakat, saran saya pemerintah tetap bijak untuk mengatasi kenaikan harga BBM tersebut. https://t.co/CN2iCjeS9d",meme creation name arvin fernanda satutra group eos think see meme rising fuel prices not only makes students anxious but also restless society.,-0.125,negatif
3965,3965,"Mari kurangi beban pemerintah dengan membeli BBM di SPBU Swasta. Subsidi berkurang, pemerintah senang.. Ã¢ÂÂºÃ°ÂÂ¥Â° https://t.co/sfxnUS3O7l",let's reduce the burden on orders by buying fuel at private gas stations subsidies less orders are happy,0.21111111111111114,positif
3966,3966,Saya bela-belain antri panjang beli BBM non subsidi hanya untuk mengurangi kerugian pemerintah Ã°ÂÂÂ https://t.co/JNhbiFbDsS,I defended the long queue to buy non-subsidized fuel just to make less orders,-0.10833333333333334,negatif
3970,3970,"Presiden Jokowi menyampaikan bahwa secara nasional, penyaluran bantuan langsung tunai (BLT) BBM sampai saat ini sudah mencapai 96,6 persen. https://t.co/blGjTH1OLi",President Jokowi said that the national way of direct cash assistance for BLT BBM has so far reached a percent,0.1,positif
3971,3971,Genjerist dan cebong pada belum insyaf dengan kebijakan pemerintah jokowi dan PDI-P yg beberapa kali menaikan harga BBM bersubsidi. https://t.co/RLHUMUhzZG https://t.co/8oOos6FlQR,Genjerist and Cebong have not yet realized that they have wisely ordered Jokowi and the PDI to raise subsidized fuel prices several times,0.35,positif
3972,3972,*DARI PADA KITA BEBANI PEMERINTAH INDONESIA AYO SAMAÃÂ² KITA MENGURANGI BEBAN PEMERINTAH KITA BERALIH KE BBM SWASTA* https://t.co/IvFopy7Jpt,"Instead of burdening Indonesian orders, let's go with less burden, let's switch to private BBM",-0.08333333333333333,negatif
3976,3976,"Pemerintah harusnya ngeliat nasib masyarakat kaya gini, bukan cuma ngeliat nasib masyarakat yang ngetweet ngeluh bbm naik terus disuruh sabar &amp; hemat. Kita mah masih bisa beli kuota pak buat ngeluh, mereka beli beras aja susah :') https://t.co/EDUNij53xK","the order is to look at the fate of the rich, gin, not just look at the fate of the people who tweet complaining that fuel is going up, keep telling them to be patient, save money, we can still buy quota, sir, to complain that they just buy rice, it's difficult",-0.0625,negatif
3980,3980,Pertamina Jamin Kualitas Pertalite Sesuai Aturan Pemerintah.  Bojonegoro (https://t.co/ksziGGp1k3) Ã¢ÂÂ Banyaknya keluhan masyarakat yang menyebut bahwa setelah adanya peningkatan harga BBM subsidi lebihÃ¢ÂÂ¦ https://t.co/27M7OH4dyL #BeritaMigas #BBMlebihboros #bbmsubsidi #Bojonegoro,"pertamina guarantees the quality of pertalite in accordance with the Bojonegoro order, many people complain that there has been a higher level of subsidized fuel prices",0.375,positif
3982,3982,"Bang Igun menyatakan pendapatnya bahwa yang berhak mendapatkan subsidi BBM adalah pengguna roda 2 ( bukan moge tentunya Ã°ÂÂÂ ) transportasi umum &amp; ojol, yo jelas masuk pak eko Ã°ÂÂÂ  Artinya metode subsidi dari pemerintah mungkin perlu diubah. https://t.co/YqgDb0msY3",bang igun really can that those who are entitled to get fuel subsidies are to use wheels instead of moge of course public transportation is amp ojol yo it's clear sir eko the meaning of the subsidy method from the order maybe it needs to be changed,0.10000000000000002,positif
3983,3983,"Pengusaha Pertashop Indonesia  berharap pemerintah menyesuaikan harga BBM dalam negeri, terutama nonsubsidi, agar disparitas harga bisa dipangkas.  #BBM #PerthaShop #MinyakDunia   https://t.co/nrIxhzXV2C",Pertashop Indonesia's business expect orders according to non-subsidized main domestic fuel prices so that price disparities can be cut,0.08333333333333333,positif
3985,3985,"Untuk meningkatkan daya beli masyarakat, pemerintah mengalihkan subsidi BBM menjadi dana bantuan sosial (bansos). Dengan cara ini, maka penyaluran subsidi akan lebih tepat sasaran karena diterima langsung oleh kelompok masyarakat rentan miskin.   #SubsidiBBMTepatSasaran https://t.co/O928FhKQ03","for the level of people's purchasing power, order the transfer of fuel subsidies to social assistance funds in this way, the distribution of subsidies will be more precisely targeted because they are received directly by vulnerable groups of poor people",0.006666666666666665,positif
3987,3987,"Komisi VII DPR menyarankan pemerintah mengubah metode subsidi energi. Komisi VII melihat ada masyarakat yg salah paham memaknai kenaikan BBM. Wakil Ketua Komisi VII DPR, Maman Abdurrahman menegaskan,tidak ada pencabutan subsidi seperti yg dinarasikan beberapa kelompok selama ini. https://t.co/7vJjkYyRx8",Commission VII DPR advises an order to change the energy subsidy method Commission VII see that there are people who misunderstand the meaning of fuel hike Deputy chairman of Commission VII DPR Maman Abdurrahman is firm about not revoking subsidies as narrated by some of these old groups,-0.05,negatif
3989,3989,"Presiden @jokowi pastikan penyaluran bantuan BLT BBM, sembako dan BSI dari Pemerintah di Ternate, Maluku Utara pada Rabu, 28 September 2022 berjalan lancar dan diharapkan dapat meningkatkan daya beli konsumsi masyarakat dan perekonomian secara makro. https://t.co/0PC1FPD9SK","The president will definitely distribute BLT fuel, groceries and BSI from the order in Ternate, North Maluku on Wednesday September, it will run smoothly and we hope to get the purchasing power level of people's consumption and the macro-economic method",0.2,positif
3990,3990,Pemerintah serius melakukan transisi ke kendaraan listrik. https://t.co/ngU29prBaF,serious orders sell the transition to electric vehicles,-0.3333333333333333,negatif
3992,3992,Pemerintah batal menaikkan harga BBM. BBM besoknya naik. Pemerintah batalkan program kompor listrik. Besoknya? Paling ndak dah cuan untuk pengadaan cek ombaknya.. Ã°ÂÂÂ https://t.co/Tf2nmrXH9z,order to cancel fuel price increase tomorrow order to cancel the electric stove program tomorrow at least cash for a wave check,-0.3,negatif
3993,3993,[ E S A I ]  Ada Apa Dengan BBM? Bak Sandiwara Saja  Oleh: Advokasi  Bagaimana kelanjuta drama Pemerintah terhadap BBM? teman-teman bisa membaca lebih lanjut di wordpress Kemasos melalui link dibawah Ã¢Â¬ÂÃ¯Â¸Â  https://t.co/58T62md9Wi  Salam Bumi Hijau Kemasos #BersatuDalamKebenaran https://t.co/9J0BrH48j4,"What's wrong with BBM, just like a play, by advocating how to continue the drama, the command against BBM, friends, can read more on the Social Media Wordpress then the link below Greetings, Green Earth, Kemasos",-0.04166666666666667,negatif
3996,3996,Apakah ini yg dimaksud mengurangi beban pemerintah dalam subsidi BBM? https://t.co/cvqG74L7Mj,is this what is meant by less burden of orders in fuel subsidies,-0.16666666666666666,negatif
3999,3999,Untuk indonesia maju dan kita dukung pemerintah adanya BLT BBM !! #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran https://t.co/IU8gWe02B7,for advanced Indonesia and we support the order there is blt bbm,0.4,positif
4001,4001,Mari kita dukung pemerintah !! mantap ada BLT BBM #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran https://t.co/g6DygepKME,let's support the steady command there is blt bbm,0.16666666666666666,positif
4006,4006,Kalau ada yg bilang subsidi BBM dicabut ituhhh salah yakkk  yg benar itu di Arealokasi   karena selama ini tuhhhh subsidinya byk yg salah sasaran  dan pemerintah berusaha agar subsidi kali ini bs lebih tepat sasaran https://t.co/SA9fphgp60,"If someone says that revoking fuel subsidies is wrong, it's true that it's in the allocation area because for a long time there have been many subsidies that have been mistargeted and business orders so that subsidies this time can be more precisely targeted",0.20000000000000004,positif
4007,4007,"Males antri gw ngisi bbm di swasta aje, itungÃÂ² bantu pemerintah kurangi subsidi bbm","I'm too lazy to queue to fill up fuel in the private sector, it's just helping orders for less fuel subsidies",-0.13888888888888887,negatif
4008,4008,Istana Pastikan Tuntutan Demonstran Aksi Tolak Harga BBM Naik Diperhatikan Pemerintah  Tulus Utamakan Rakyat SMA 2 Pegang #TheGoldenSpoon https://t.co/f4K1MLaQkY,The Palace will certainly demand that the demonstrators protest the fuel price hike to pay attention to the main sincere orders of the high school people to uphold,0.2602380952380952,positif
4017,4017,Zulfikar Hamonangan : Kenaikkan BBM Kemarin Karena Pemerintah Terlambat  AHY Harapan Perubahan #DemokratPeduliRakyat Milenial Bangkit Bersatu  https://t.co/ElJJp848KX b,"zulfikar hamonangan went on bbm yesterday because the orders were slow, I hope the millennials will rise one",-0.30000000000000004,negatif
4019,4019,Pemberian BLT BBM bentuk Pemerintah membantu masyarakat ekonomi menengah kebawah  #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran Kalimantan Barat Ã¢ÂÂ¤Ã¯Â¸Â Pemerintah https://t.co/WFkaImQSPC,give blt bbm a form of order to help the middle economic community under the order of west kalimantan,0.1,positif
4021,4021,BLT BBM realisasi sudah mencapai 95 % di distribusikan ke masyarakat khususnya ekonomi menengah kebawah  #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran Kalimantan Barat Ã¢ÂÂ¤Ã¯Â¸Â Pemerintah https://t.co/D2vSOlH1Tt,blt bbm has reached the realization that it has been distributed to the special middle-economy community under the orders of West Kalimantan,0.35714285714285715,positif
4024,4024,Metode subsidi tertutup akan memepermudah penerapan distribusi BBM subsidi tepat sasaran. Revisi Perpres 191/2014 menjadi penting untuk mewujudkan hal tersebut. Dukung langkah tepat dari pemerintah.  @pertamina #BBMAdilUntukRakyat https://t.co/mxmVLjzu0F,the closed subsidy method will be easy to apply the distribution of subsidized fuel to the right target revision press so it's important to make things happen say support the right steps of the order,0.26095238095238094,positif
4026,4026,Zulfikar Hamonangan : Kenaikkan BBM Kemarin Karena Pemerintah Terlambat #DemokratPeduliRakyat AHY Harapan Perubahan https://t.co/IsCtN7M7dR,"zulfikar hamonangan took fuel yesterday because the order was slow, please change it",-0.30000000000000004,negatif
4027,4027,"Awalnya saya skeptis melihat protesnya Mulan Jameela bakal ditanggapi pemerintah, tapi ternyata lsg batal.  Salut ! Ã°ÂÂÂ Sementara ini tolong pemerintah jgn dulu otak atik cara masak di dapur, kami lagi sibuk menyesuaikan diri dgn bbm dan sembako. https://t.co/PHzniEZHX3","Initially, I was skeptical, seeing Mulan Jameela's protest, he would respond to orders, but it's clear that he immediately canceled, salute, for now, please order not to tinker with cooking methods in the kitchen. We are busy dealing with fuel and groceries",-0.07499999999999998,negatif
4030,4030,Presiden Joko Widodo pastikan bantuan langsung tunai (BLT) Bahan Bakar Minyak (BBM) bakal rampung penyalurannya diakhir tahun 2022. Hal itu dilakukan sebagai upaya pemerintah untuk tetap menjaga daya beli masyarakat.  https://t.co/DS4f8I80RV  #jokowi #blt #bbm #bltbbm #president https://t.co/XjJ4uVN4qy,president joko widodo will definitely help directly in cash blt fuel oil fuel will be completed at the end of the year it will work as an effort to order to maintain people's purchasing power,0.05,positif
4032,4032,"Dulu Banyak yang Mengkritik Pemerintah karena menaikkan BBM  Tengah malam.. Alhamdulillah akhirnya sekarang pemerintah sudah berbenah, setidaknya sudah tidak menaikkan BBM pas tengah malam dan menaikkannya pada siang hari. Terima kasih PDI, berkat PDI hidup kami penuh PERJUANGAN","In the past, there were many who criticized the order because they took BBM in the middle of the night, thank God, finally, now the order has been fixed, no longer does it not go up in the middle of the night and rises during the day, thank you for the blessings, our life is full of struggles",0.09999999999999999,positif
4033,4033,"Aipda Adi Prasetyo dialogis kamtibmas bersama Lurah dan Staf Kelurahan Sukaasih, sampaikan pesan kamtibmas untuk tidak terprovokasi terhadap isu yang berkaitan dengan kebijakan pemerintah dalam penyesuaian harga BBM. https://t.co/LN0v1L4xQK",aipda adi prasetyo dialogical Kamtibmas with the lurah and lurah staff sukaasih until the kamtibmas order not to provoke issues related to wise orders in accordance with fuel prices,0.35,positif
4034,4034,Sudah benar ada penyesuaian harga BBM kita ikutin pemerintah saja..  #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/OkwVBqGNlK,it's true there is according to the price of fuel we just follow the order,0.35,positif
4035,4035,Pada  hari Selasa  tanggal 27 September  2022    Personil Polsek  Tanjung Beriingin Melaksanakan Kegiatan Atas Pengumuman Pemerintah Tentang kenaikan Harga BBM https://t.co/nbjQqTLVWs,"On Tuesday, September, the personnel of the Tanjung Beringin Police Police acted actively on the public order regarding the increase in fuel prices.",-0.06666666666666667,negatif
4037,4037,Andaikan terjadi di Sudirman Thamrin pasti sy ikut. Bukan hanya BBM yg turun. Rezimpun akan ikut  turun. https://t.co/IIBJhrCHJx,"If I were in Sudirman Thamrin, I would definitely join, not just the fuel that was down, the regime would go down too",-0.10370370370370373,negatif
4038,4038,"Wakil Ketua Komisi VII DPR RI, Maman Abdurrahman menegaskan, tidak ada pencabutan subsidi seperti yang dinarasikan beberapa kelompok. Hal itu, ia sampaikan karena melihat masyarakat salah paham dalam memaknai kenaikan harga BBM subsidi.  #bbmnaik  https://t.co/wEf1HSWBgS","Deputy chairman of Commission VII DPR Ri Maman Abdurrahman was firm about not withdrawing subsidies, as narrated by several groups, he arrived because he saw that the public had a misunderstanding of the meaning of rising subsidized fuel prices",-0.06666666666666667,negatif
4043,4043,Penyesuaian harga BBM agar subsidi tepat sasaran  Kepulauan Riau dukung pemerintah  #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/pqqMymQySh,according to fuel prices so that subsidies are right on target for Riau Island to support orders,0.2857142857142857,positif
4045,4045,Penyesuaian Harga BBM Subsidi Merupakan Kebijakan Pemerintah yang Tepat Untuk Lindungi Masyarakat Miskin dan Rentan!  Papua Dukung #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/z2Rj5MGIo1,"according to the price of fuel, subsidies, like wise, the right orders to protect the poor and vulnerable, support Papua",0.021428571428571408,positif
4047,4047,"Sama2 ""tidak ditanya dulu"", hslnya beda.  Sama2 ""ditanya dulu"", hslnya beda.  Apakah Sdr setuju pemerintah naikan hrg BBM?  DPR: Setujuuuuu...  Rakyat: Tidak setuju pk blas! https://t.co/NsZeKEVS64","don't ask first, the result is different from asking first, the result is different, are you going to order an increase in the fuel price of the DPR, agree, the people don't go to pk blas",0.125,positif
4048,4048,Punya Mobil tapi menikmati subsidi BBM..itulah kenapa Pemerintah melakukan penyesuaian Harga BBM..agar Subsidi lebih tepat Sasaran  #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/6WNftRAXoI,I have a car but enjoy the fuel subsidy,0.4,positif
4049,4049,Percepatan penyaluran BLT BBM terus dilakukan oleh pemerintah #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran https://t.co/CgD73vGRyv,fast distribution of blt bbm continues to sell according to orders,0.2,positif
4053,4053,Dukungan Datang Dari Masyarakat Nusa Tenggara Timur Terkait Kebijakan Pemerintah Dalam Melakukan Penyaluran BLT BBM Agar Tepat Sasaran #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran https://t.co/f72Cddshjp,"Support comes from the people of East Nusa Tenggara, wise hooks, orders in the practice of channeling blt bbm so that they are right on target",0.4928571428571428,positif
4054,4054,Giat Anggota Polsek Tanah Abang Polres Pali Monitoring SPBU / APMS No. 25.313.04 Tanah Abang dan memberikan himbauan kepada pengguna Kendaraan di wilayah Kec. Tanah Abang Kab. Pali Terkait telah dinaikkannya Harga BBM oleh Pemerintah. https://t.co/MJhW606Hww,"active members of the Tanah Abang Police, Pali Police, monitoring the APMS Tanah Abang gas station and giving an appeal to the use of vehicles in the Tanah Abang sub-district area, Pali Kait Regency, the price of fuel has been increased by order",-0.13333333333333333,negatif
