,tweet,sentimen
1870,chairman of the parliament ri puan maharani did a work visit to the traditional market of pondok gede bekasi puan received a complaint from a rice trader named agus who complained about the increase in the price of fuel oil which had recently been signed by the government,negative
2007,the government has distributed direct fuel oil cash assistance right on target Central Java spoke,positive
626,legislators urge the government to distribute direct fuel oil cash assistance specifically for ojol drivers,positive
495,"thank God, finally the government has distributed direct fuel oil cash assistance to all regions in Indonesia, support the distribution of direct cash assistance, North Sumatra",positive
2436,"kadrun wants free gas, gas, electricity, free state debt, swollen state finances collapse, then blames the government so that there is an excuse to overthrow it unconstitutionally",positive
1616,the government's policy of diverting fuel subsidies to direct cash assistance really really helped the economy of the people of Banten,positive
1782,the government made adjustments to fuel prices to contain inflation in Sulawesi while supporting government policies,positive
2206,distribution of fuel oil direct cash assistance as a government step in maintaining people's purchasing power amidst the Gorontalo fuel price adjustment policy,positive
1890,the government was able to maintain the economy amid adjustments to the price of fuel oil in West Sumatra,positive
790,"the government raised the price of fuel, the value of the current realistic step",positive
2572,"Only the world's crude oil has soared, fuel subsidies have swelled, the government has adjusted the price of fuel oil, the people of Sulawesi are in agreement with the policy of adjusting fuel oil",negative
2779,the government gives a warning to stop production of bomil bbm indra herlambang jeno on starry night renjun raisa jisung sehun hot sauce ferdy sambo riot,positive
2692,"The government is preparing anticipatory steps to deal with the global economic slowdown, namely by increasing the price of fuel oil and instructing Bank Indonesia BI to raise its interest rate again to hold February.",positive
417,"direct fuel oil cash assistance is effective in protecting people's purchasing power, the government is taking the right steps",positive
742,"Horass, this is the reason why fuel oil is rising when oil prices are down, the people of North Sumatra must be smart, let's support government policies",positive
2127,"the government was able to maintain the economy amid the adjustment in the price of fuel, the people of Sulawesi are in agreement with the policy of adjusting the price of fuel",positive
1214,the government accelerates the distribution of direct fuel oil cash assistance,positive
492,it is important for the government to change the pattern of receiving fuel subsidies in order to avoid groups of people who can afford to enjoy fuel subsidies following the recognition of some members of the public,positive
1909,The government's policy is right to adjust Papua's fuel prices,positive
1169,"the price of subsidized fuel oil is right, it needs to adjust government policies, it is right, North Sumatra",positive
1342,support the government's policy of direct fuel oil cash assistance to the people of West Sumatra,positive
824,"many people have increased their level of trust in the government because every solution to the existing problem, one of which is social assistance, fuel, Jokowi's performance has increased",positive
2452,the provincial government of west java has poured out a budget of rp billion to control inflation which will later be used for direct cash assistance and fuel subsidies for fishermen,positive
2359,the government provides direct fuel oil cash assistance to poor citizens of West Sumatra,negative
1481,distribution of direct cash assistance and BSU evidence that the government is protecting vulnerable communities amid adjustments to the price of fuel oil in Central Java,negative
2815,"pertamina guarantees the quality of pertalite according to Bojonegoro government regulations, there are many complaints from the public that after an increase in the price of subsidized fuel oil, more",positive
2633,support the distribution of direct fuel oil cash assistance that is being carried out by the government of South Sumatra,positive
1024,direct fuel oil cash assistance is the government's effort to protect the people from global price fluctuations,positive
592,let's all support the adjustment of fuel prices due to the adjustment of subsidized fuel prices by the government to adjust world fuel prices so that the allocation of subsidies can be more targeted,positive
2589,the government continues to distribute direct fuel oil cash assistance to people in need of Jambi news,positive
2762,"The people of East Nusa Tenggara must know the reasons why we have to adjust fuel prices, that's all for the common good and also so as not to burden the state budget with the best government policies through adjusting fuel prices.",positive
2677,the government has accelerated the distribution of direct fuel oil cash assistance to the people of North Sumatra,positive
1797,"adjustments to fuel prices, the government will provide compensation with the Sulawesi Perlinsos currently supporting government policies",positive
2302,"when yesterday fuel oil continued to rise, many governments even promoted moving to electric vehicles, this proved that they were completely ignorant of public transportation",positive
127,"Karanganyar Serka Medi Triwibowo Babinsa Koramil Tasikmadu carry out Social Sciences with BP Suroso, residents of Geng Hamlet, Kaling Village, Kec Tasikmadu discuss community conditions related to direct fuel oil cash assistance provided by the government",positive
2630,behind the adjustment in the price of fuel oil there is a strong commitment from the government to organize the postal subsidy in riau bdlau,positive
403,"to increase people's purchasing power, the government diverted fuel subsidies into social assistance funds in this way, the distribution of subsidies would be more targeted because they were directly received by vulnerable groups of the poor",negative
150,"the adjustment in the price of fuel oil is right, the people of West Papua are very supportive of the government",positive
2863,"the polemic around pertalite fuel is in fact really wasteful since the government raised fuel prices, I don't know if Pertamina is tweaking the quality of pertalite now, hopefully there are experts who can update fuel oil levels now, if this continues, it's ready to shift to vivo",positive
1437,"Jambi fully supports the adjustment of fuel prices for the development of education, health and government infrastructure to provide social protection",positive
1629,"With the step of adjusting fuel oil, the government has indirectly saved the poor people of the Bangka Belitung Islands",negative
62,"Fuel subsidies are a burden on the State Budget, adjusting fuel prices is the right step for the West Sumatra government",positive
2256,"the government must make adjustments to the price of fuel oil in order to contain inflation, the impact of which is usually far greater in the Riau Islands",positive
95,the distribution of direct fuel oil cash assistance is the government's commitment to improve community welfare to support the distribution of direct cash assistance in North Sumatra,positive
959,the government has accelerated the distribution of direct fuel oil cash assistance to the people of North Sumatra,positive
2191,the government has accelerated the distribution of direct fuel oil cash assistance to the people of North Sumatra,positive
2327,Puan Maharani received complaints from a rice trader named Agus who complained about the increase in fuel prices that had recently been signed by the government,negative
1576,the government ensures that the distribution of direct fuel oil and BSU cash assistance is right on target so that it can help the vulnerable people of Jambi,negative
2717,"thank God, finally the government has started distributing direct fuel oil cash assistance to motorcycle taxi drivers and SMEs liquidated October during the month of supporting the distribution of direct cash assistance North Sumatra",positive
2153,the government subsidizes direct fuel oil cash assistance to help the people of South Sumatra the government appreciates,positive
236,"Horass, this is the reason why fuel oil is rising when oil prices are down, the people of North Sumatra must be smart, let's support government policies",positive
222,"the utilization of the state budget must be carried out as well as possible, one of which is to adjust the price of fuel oil by diverting the subsidy budget to social assistance, the people of North Sumatra strongly agree and support government policies",positive
2780,"let's reduce government subsidies to how to do it because what Pertamina subsidizes, yes, let's use shell vivo and brands other than Pertamina, nationalism weits, wait a minute, increase the price of fuel oil while reducing the quality, what's called nkri, prices keep going up",negative
1810,the government has announced that it is diverting fuel subsidies so that the subsidies provided by the government are more targeted,positive
120,the government's policy of adjusting the price of fuel oil is very appropriate to support the adjustment of the price of fuel oil in North Sumatra,positive
1685,The government ensures that direct fuel oil cash assistance is right on target for the people of the Riau Islands,positive
193,"The government made an adjustment to the price of fuel oil to contain inflation, the people of Sulawesi are supporting the policy of adjusting the price of fuel oil",positive
2283,"the decision to adjust the price of fuel oil is right, the people of North Sumatra must be smart, the efforts made by the government are to provide equal distribution of subsidies for all Indonesian people, don't want to be provoked",positive
181,"the government made adjustments to the price of fuel oil in order to realize the use of subsidies that are right on target in North Maluku, Ternate",positive
389,"skincare & makeup, Central Java, Klaten, Central Java, safe packing, free gift, free shipping, affordable prices, link to the Malang KDRT shop, nct morning, sambo, the horror of the door, government panpel apparatus, fuel oil, football, national football team, sugar, no rizky baim prank",positive
968,The fuel price adjustment policy is a form of the government's efforts to help the poor people of the Bangka Belitung Islands,negative
2430,PKS urges the government to follow up on complaints that Pertalite fuel oil is more wasteful,positive
1545,distribution of direct cash assistance and evidence that the government is protecting vulnerable communities amid the North Sumatra fuel price adjustments,negative
669,the people need pertalite and diesel fuel which is not expensive fuel which is lowered very cleverly the government is shameless,positive
1365,the government's steps to adjust the price of fuel oil are appropriate,positive
1394,the adjustment of fuel prices by the government is appropriate,positive
331,"direct cash assistance to overcome the difficulties faced by the community in adjusting the price of fuel oil, Sulawesi is supporting government policies",positive
614,"for all students in North Sumatra, just be sure to fully support the government's policy of adjusting fuel prices, we must also support it, of course, don't want to be provoked",positive
1286,"let's help reduce government subsidies, let's buy vivo shell BP only, the non-subsidized price for several types of fuel oil, Pertamina shell BP and Vivo Compact, will go down per Saturday October, the new price for fuel oil will be displayed at each gas station.",negative
266,"The government made an adjustment to the price of fuel oil to contain inflation, the people of Sulawesi are supporting the policy of adjusting the price of fuel oil",positive
1932,fuel oil increases the government provides various social assistance,positive
2199,the government has accelerated the distribution of direct fuel oil cash assistance to the people of North Sumatra,positive
1807,the government has announced the transfer of fuel subsidies so that the subsidies provided by the government are more targeted,positive
225,"the utilization of the state budget must be carried out as well as possible, one of which is to adjust the price of fuel oil by diverting the subsidy budget to social assistance, the people of North Sumatra strongly agree and support government policies",positive
105,the government's policy of channeling direct fuel oil cash assistance is very appropriate and helping the community's economy support the distribution of direct cash assistance in North Sumatra,positive
1508,The people of Medan City support the government in adjusting fuel prices for subsidies that are right on target for North Sumatra,positive
2918,"subsidies should have been prioritized for underprivileged communities, thank you, the government for diverting subsidies to direct cash assistance from Banten fuel oil",positive
630,the important thing is that the government explains its strategy not to play with fuel oil anymore,positive
2068,"the government must make adjustments to the price of fuel oil in order to restrain inflation, which has a much greater cost impact, Sulawesi is currently supporting it",positive
870,bsu lighten the burden on workers when the price of fuel oil & nine basic commodities rises in the current era there is good collaboration between the private sector and the government can work hand in hand for the welfare of gas workers pol economic recovery,positive
2290,"the utilization of the state budget must be carried out as well as possible, one of which is to adjust the price of fuel oil by diverting the subsidy budget to social assistance, the people of North Sumatra strongly agree and support government policies",positive
2098,"I just realized that it turns out that the government's goal is to increase the price of Pertamina's fuel oil so that private gas stations are busier so that business competition is more fair. In fact, BP Vivo Shell is busier than usual, thank you for the strategy that benefits all parties, except for the buyer, of course.",positive
1186,the Jokowi government accelerates the distribution of direct fuel oil cash assistance to the people of North Sumatra,positive
1891,"if there is a domino effect, it means that fuel oil has become a basic human need, that's wrong, yes, the government, why allowed fuel oil to eventually become a basic human need, sir, as an official this time, you said the wrong thing",negative
1755,support the adjustment of fuel prices Sulawesi is supporting government policies,positive
1926,the distribution of direct fuel oil cash assistance has reached the total target and the government continues to accelerate distribution,positive
707,"an evaluation of the adjustment to the price of subsidized fuel oil is carried out so that the resilience of the state budget remains safe, the government's policy is right in North Sumatra",positive
2396,democrats ask the government to be wiser in making policies because currently the people are having a hard time due to rising fuel prices ahy a firm leader,negative
2501,support the government's policy because adjusting the price of fuel oil is the right action for West Papua to speak out,positive
2220,Adjusting the price of fuel oil to ease the burden on the state budget is the right step from the Banten government,positive
1688,"Apart from adjusting the price of fuel oil, the government also provides compensation from the social services for the people of Lampung Dabar, yes, gaess",positive
284,President Jokowi said that the distribution of direct cash assistance from fuel oil reached Sulawesi while supporting government policies,positive
1659,"an appropriate policy carried out by the government, subsidies are right on target, so far, subsidized fuel oil has been enjoyed by the rich, so the government has diverted it into direct cash assistance, fuel oil in West Papua, has received bltbbm",positive
920,adjustment of fuel prices by the government to better target West Java,positive
1433,The fuel oil social bearing policy is a form of the government's alignment with the people of North Sumatra,positive
2670,"so that the state budget is not broken, the government needs to adjust the price of fuel oil by reducing subsidies, said Central Java",positive
2401,democrats ask the government to be wiser in making policies because currently the people are having a hard time due to rising fuel prices ahy a firm leader,negative
734,the distribution of direct fuel cash assistance is the government's commitment to realize the use of subsidies that are right on target to support the distribution of direct cash assistance in North Sumatra,positive
1812,the government has announced the transfer of fuel subsidies so that the subsidies provided by the government are more targeted,positive
2937,"the distribution of fuel oil direct cash assistance is almost complete, thanks to the government of North Sumatra",positive
922,thank you government direct cash assistance fuel oil protect and lighten our burden on the low-income citizens of East Nusa Tenggara,positive
1402,support the government's direct fuel oil cash assistance phase one to achieve percent liquidation of the second phase starting november Jambi,positive
2786,angkot from routes in Bandung district get free fuel from the government,positive
167,the government's policy in dealing with adjustments to the price of fuel oil is right on target,positive
2273,"for all students in North Sumatra, just be sure to fully support the government's policy of adjusting fuel prices, we must also support it, of course, don't want to be provoked",positive
2755,support the government's steps in adjusting the price of fuel oil is appropriate and will definitely have a positive impact on the voices of the people of North Sumatra,positive
12,PKS consistently urges the government to cancel the increase in the price of subsidized fuel oil,positive
1546,distribution of direct cash assistance and evidence that the government is protecting vulnerable communities amid the North Sumatra fuel price adjustments,negative
617,The government has made adjustments to fuel prices in order to maintain Indonesia's economic stability. Supports adjustments to fuel prices for North Sumatra,positive
1092,the government made adjustments to the price of fuel oil to contain inflation in Sulawesi while supporting the policy of adjusting fuel prices,positive
90,a form of government attention to direct cash assistance subsidies for fuel oil in South Sumatra,positive
612,"for all students in North Sumatra, just be sure to fully support the government's policy of adjusting fuel prices, we must also support it, of course, don't want to be provoked",positive
2685,the government has accelerated the distribution of direct fuel oil cash assistance to the people of North Sumatra,positive
1404,distribution of direct cash assistance and evidence that the government is protecting vulnerable communities amidst adjustments in fuel prices,negative
857,"the distribution of direct fuel oil cash assistance directly by the president is proof that the government cares about the people of Bengkulu, Camkoha",positive
2444,help the government to reduce the government's heavy burden on fuel subsidies,negative
777,Diverting fuel subsidies is a very brilliant idea from the Banten government,positive
1638,the government made adjustments to the price of fuel oil so that Indonesia's economic stability was maintained and supported the adjustment of fuel prices for North Sumatra,positive
1986,"Anies Baswedan was naughty, for that, Anies Baswedan did it, yesterday Mr. President said that the high transportation costs due to the increase in fuel prices were borne by the recalcitrant regional government.",negative
2811,zulfikar hamonangan increase fuel oil yesterday because the government was late to hope for change,negative
28,"The distribution of direct cash assistance from fuel oil is a form of government concern for the economy of the underprivileged people of Jambi, to support Indonesia",positive
1522,Direct cash assistance from fuel oil is carried out by the government to help the poor people of the Bangka Belitung Islands,negative
1066,direct cash assistance as a solution to the adjustment of fuel prices by the Banten government,positive
1911,"the government must make adjustments to the price of fuel oil in order to contain inflation, which has a much greater cost impact than Papua can support",positive
74,the government was able to maintain the economy amid adjustments to the price of fuel oil in West Sumatra,positive
515,"Residents of East Nusa Tenggara, come on, let's support the adjustment of fuel prices so that the subsidized fuel funds distributed by the government are more targeted and more beneficial to society",positive
1309,the ministry of finance will disburse phase ii fuel oil blt cash assistance starting in november the director general of budget at the ministry of finance isa rachmatarwata said the fuel oil direct cash assistance was provided by the government in the amount of rp. thousand per month,positive
2227,support the adjustment in the price of fuel oil the government's right strategy in saving the Indonesian economy the voice of the people of North Sumatra,positive
2002,Bangka Belitung Islands The price adjustment for fuel oil is correct. We are proud of the government,positive
2157,fuel oil direct cash assistance helps the people of South Sumatra government appreciation,positive
1584,distribution of direct cash assistance and evidence that the government is protecting vulnerable communities amidst adjustments in fuel prices,negative
1517,"the government's move to provide direct fuel oil cash assistance has greatly eased the burden on the poor, Jambi cash direct assistance is right on target",positive
116,The adjustment in the price of fuel oil is the government's commitment to realize the use of subsidies that are right on target to support the adjustment in the price of fuel oil in North Sumatra,positive
2341,the government provides direct fuel oil cash assistance to poor citizens of West Sumatra,negative
1072,the government accelerates the distribution of direct fuel oil cash assistance,positive
1799,support the adjustment of fuel prices Sulawesi is supporting government policies,positive
2695,"so that the state budget is not broken, the government needs to increase the price of fuel oil by reducing aceh subsidies",positive
1600,The community is very grateful to the government for the distribution of direct fuel oil cash assistance to support the distribution of North Sumatra cash direct assistance,positive
622,"the government's policy of adjusting the price of fuel oil, especially pertalite type fuel oil and subsidized diesel fuel, the government has tried its best to protect the people from world oil price fluctuations",positive
409,the government continues to accelerate the distribution of fuel oil cash assistance to the community. This social assistance aims to ease the economic burden and maintain the purchasing power of vulnerable poor households as a result of rising fuel prices,negative
1623,the government was able to maintain the economy amid adjustments to the price of fuel oil in West Sumatra,positive
115,The adjustment in the price of fuel oil is the government's commitment to realize the use of subsidies that are right on target to support the adjustment in the price of fuel oil in North Sumatra,positive
288,direct cash assistance liquid stage fuel oil starting november Sulawesi is supporting government policies,positive
2469,the government provides direct fuel oil cash assistance to poor citizens of West Sumatra,negative
1181,fuel oil direct cash assistance embodies the government's affection for the people of the Riau Islands,positive
337,President Jokowi said that the distribution of direct cash assistance from fuel oil reached Sulawesi while supporting government policies,positive
46,The government has distributed direct fuel oil cash assistance to people in need in South Sumatra,positive
747,"the decision to adjust the price of fuel oil is right, the people of North Sumatra must be smart, the efforts made by the government are to provide equal distribution of subsidies for all Indonesian people, don't want to be provoked",positive
2714,"thank God, finally the government has started distributing direct fuel oil cash assistance to motorcycle taxi drivers and SMEs liquidated October during the month of supporting the distribution of direct cash assistance North Sumatra",positive
753,"for all students in North Sumatra, just be sure to fully support the government's policy of adjusting fuel prices, we must also support it, of course, don't want to be provoked",positive
462,"Calm down, bro, eeehhhh the government is googling, revising the Perpres on fuel subsidy rules so that fuel subsidy recipients are right on target, ok?",positive
1938,the government was able to maintain the economy amid adjustments to fuel prices in Central Kalimantan,positive
673,"In dealing with the effects of the global crisis, the government guarantees that inflation will be controlled within this range because a number of social assistance programs in order to maintain purchasing power when fuel prices increase are effective in suppressing inflation spikes.",positive
1201,as of october fuel oil is down thanks to the government,positive
2661,"Regarding the government's policy of adjusting the price of subsidized fuel, we just support it. Besides, the government has also distributed direct fuel oil cash assistance, which is definitely right on target, which is sure to help the people of West Papua.",positive
424,wisely take advantage of special regional government subsidies yogyakarta the price of fuel oil in yogyakarta,positive
325,fuel oil direct cash assistance disbursed in november sulawesi is supporting government policy,positive
664,the addition of subsidized fuel oil quotas of the pertalite and diesel types aims to cover the potential scarcity of fuel oil due to the surge in consumption until the end of the year,negative
350,direct cash assistance liquid stage fuel oil starting november Sulawesi is supporting government policies,positive
447,the distribution of direct fuel oil cash assistance is carried out so that the subsidies transferred by the government are more appropriate for the targets of East Nusa Tenggara,positive
709,The price of fuel oil in Indonesia is too cheap. The government's policy is to improve the economy for the sake of targeted subsidies in North Sumatra,positive
1924,"The government is currently distributing subsidies for the transfer of fuel oil in three types of assistance, two of which are direct cash assistance BLT fuel oil and BSU wage subsidy assistance with a nominal value of Rp.",positive
1722,saturday october bhabinkamtibmas kel pondok cabe udik aipda dadang conducts education related to social support government programs to residents in the snack garden housing the harmony garden for compensation for reducing fuel price subsidies conducive safe situation,positive
1221,"Fuel oil subsidies are only for the less fortunate, students must be smart, South Sumatra supports government policies",positive
1149,the Jokowi government accelerates the distribution of direct fuel oil cash assistance to the people of Sulawesi is guarding the distribution of fuel oil cash direct assistance,positive
387,the government is reportedly ready to increase the quota for pertalire type fuel oil and subsidized diesel fuel to meet people's needs by the end of this year,positive
1369,distribution of direct cash assistance and evidence that the government is protecting vulnerable communities amidst adjustments in fuel prices,negative
1337,the price of fuel oil in Indonesia is still cheap because the government has provided unmitigated subsidies,positive
754,"for all students in North Sumatra, just be sure to fully support the government's policy of adjusting fuel prices, we must also support it, of course, don't want to be provoked",positive
2186,"the distribution of direct fuel oil cash assistance by the government is almost evenly distributed, let's make Jambi successful",positive
451,The move by the Indonesian government to divert subsidies on fuel oil is appropriate for West Kalimantan,positive
1194,the Jokowi government accelerates the distribution of direct fuel oil cash assistance to the people of North Sumatra,positive
699,This is proof that the government cares about the community. Direct fuel oil cash assistance provides good benefits,positive
2247,the government accelerates the distribution of fuel oil cash direct assistance to the people of Bali,positive
1608,monitor the distribution of government blt ensure direct cash assistance is right on target Jambi support direct cash assistance fuel oil,positive
830,"direct oil fuel cash assistance has been launched by the government, congratulations to those who receive it, hopefully it will be useful, especially in the special area of ​​yogyakarta, yogyakarta fuel oil direct cash assistance",positive
950,Bangka Belitung Islands distribution of fuel oil direct cash assistance by the government makes people happy,positive
2624,"The government has the main reason why the price of fuel oil has increased, we, the people must understand and support this, Maluku Kalesang",positive
1734,the adjustment of fuel prices by the government was carefully planned to be able to help the people of Indonesia,positive
1413,PKS urges the government to follow up on complaints that Pertalite fuel oil is more wasteful,positive
1409,All economists agree that the fuel oil social bearing policy is a form of the government's support for the people of Jambi,positive
2950,Adjusting the price of fuel oil is a great step thought by the government for the people of Banten,positive
2622,the government provides direct fuel oil cash assistance to poor citizens of West Java,negative
1177,The community appreciates the government that has provided direct cash assistance for fuel oil in the Riau Islands,positive
2586,the government's steps to adjust the price of fuel oil in order to minimize subsidies that are on the wrong target is evidence of the commitment of the Indonesian National Police,negative
2006,Residents feel very helped by the direct cash assistance from fuel oil distributed by the Central Java government,positive
1253,let's support the government's adjustment of fuel prices so that the subsidy budget is diverted to sectors that are more beneficial,positive
21,effective since october and aims to meet the needs of the community until the end of the year the government increases the best pertamina subsidized fuel oil quota,positive
1305,The government's steps are right in adjusting West Kalimantan fuel prices,positive
2298,thank you asn magelang city government for guarding the city's air preventing climate disaster by cycling an environmentally friendly mode of transportation while at the same time following the recommendations of the mayor of Magelang to cycle to reduce dependence on fossil fuels,positive
2923,the government has sought direct cash assistance direct cash assistance Yogyakarta fuel oil,positive
671,"I'm surprised that village officials have the heart to cut direct cash assistance for BBM, it's a pity that the people only receive it, I hope this can be detected by the government and I hope it will be investigated soon",positive
2785,I even just found out that the reason for the increase in fuel prices is the war. The impact of the Russia-Ukraine war clearly occurred when the government increased the energy subsidy budget from Rp.,positive
1941,the government was able to maintain the economy amid adjustments to fuel prices in Central Kalimantan,positive
845,The government ensures that the distribution of direct fuel oil cash assistance runs smoothly in West Kalimantan,positive
694,what on trending fuel prices go up inflation skyrocketed per september government officially raises fuel prices government admits fuel price hikes can drive up inflation hike fuel oil or fuel price hikes have given many opinions,positive
2450,the government provides direct fuel oil cash assistance to poor people in Central Java,negative
1353,the government's policy to adjust the price of fuel oil is appropriate,positive
1133,Jokowi's government accelerates the distribution of direct fuel oil cash assistance to the public supports the distribution of North Sumatra cash direct assistance,positive
869,"Bangka Belitung Islands, I am a Malay, I am proud of the government issuing subsidies for fuel oil direct cash assistance",positive
604,"the decision to adjust the price of fuel oil is right, the people of North Sumatra must be smart, the efforts made by the government are to provide equal distribution of subsidies for all Indonesian people, don't want to be provoked",positive
834,we support direct cash assistance assistance special regional government of yogyakarta direct cash assistance yogyakarta fuel oil,positive
2861,"In the past, many criticized the government for increasing fuel oil in the middle of the night, thank God. Finally, now the government has improved, at least it doesn't increase fuel oil at midnight and increases it at noon.",negative
627,the adjustment of fuel oil is proof of the government's commitment to protecting the underprivileged by providing social assistance to the Bangka Belitung Islands,positive
902,the government diverted some of the fuel subsidies for aid that was more targeted at south sumatra,positive
1747,support the adjustment of fuel prices Sulawesi is supporting government policies,positive
2051,"the government must make adjustments to the price of fuel oil in order to contain inflation, which has a far greater cost impact",positive
321,Adjusting fuel oil is a mature step for the government to save the finances of the Bangka Belitung Archipelago,positive
696,"During the time when Sby was fierce in rejecting the increase in fuel prices during the Jokowi era, the PDIP understands that the government is having a hard time",negative
1179,The price of fuel oil in Indonesia is too cheap. The government's policy is to improve the economy for the sake of targeted subsidies in North Sumatra,positive
624,"the government provides assistance to the community as compensation for the impact of the increase in fuel well for its distribution through various forms, there are direct cash assistance for people who cannot afford wage subsidy assistance for workers and so on",positive
2882,the government accelerated the distribution of direct fuel oil cash assistance to the people of West Sumatra,positive
2173,the government's policy of diverting fuel subsidies to direct cash assistance is the government's commitment to realizing the use of the budget that is right on target,positive
1011,chairman of the parliament ri puan maharani did a work visit to the traditional market of pondok gede bekasi puan received a complaint from a rice trader named agus who complained about the increase in the price of fuel oil which had recently been signed by the government,negative
1480,the distribution of direct cash assistance and BSU is proof of the government's concern for protecting vulnerable communities amid the adjustment in West Java fuel prices,negative
1090,the government made adjustments to the price of fuel oil to contain inflation in Sulawesi while supporting the policy of adjusting fuel prices,positive
848,world crude oil fell pks it's time for the government to lower the price of subsidized fuel oil,negative
2489,world crude oil soared fuel subsidies swelled by the government according to the price of fuel oil,negative
780,Diverting fuel subsidies to more useful sectors is the right step from the Banten government,positive
605,"Horass, this is the reason why fuel oil is rising when oil prices are down, the people of North Sumatra must be smart, let's support government policies",positive
174,Adjustment of the price of fuel oil is the right step for the government to support the adjustment of the price of fuel oil from North Sumatra,positive
1202,the Jokowi government accelerates the distribution of direct fuel oil cash assistance to the people of Jambi,positive
2269,"The government's policy of adjusting the price of fuel oil is appropriate in maintaining Indonesia's economic stability, supporting the adjustment of fuel prices in North Sumatra",positive
100,greatly assisted by the existence of direct fuel oil cash assistance from the steady Banten government,positive
1243,the government accelerates the distribution of direct fuel oil cash assistance to the people of West Sumatra,positive
741,"for all students in North Sumatra, just be sure to fully support the government's policy of adjusting fuel prices, we must also support it, of course, don't want to be provoked",positive
334,direct cash assistance liquid stage fuel oil starting november Sulawesi is supporting government policies,positive
1705,"adjustments to the price of fuel oil, the government will provide compensation with the Social Security Agency greetings from Aceh",positive
594,The price of fuel oil in Indonesia is too cheap. The government's policy is to improve the economy for the sake of targeted subsidies in North Sumatra,positive
1333,the price of fuel oil in Indonesia is still cheap because the government has provided unmitigated subsidies,positive
2214,update aceh the government is able to keep the economy stable amid adjustments in fuel prices,positive
2875,the government continues to accelerate the distribution of direct fuel oil cash assistance,positive
1551,distribution of direct cash assistance and evidence that the government is protecting vulnerable communities amid the North Sumatra fuel price adjustments,negative
2479,"fuel price adjustments are made so that the subsidy budget is diverted to more useful sectors come on let's join us residents of the city of Mataram, West Nusa Tenggara, to support the government in targeted subsidies",positive
1542,distribution of direct cash assistance and evidence that the government is protecting vulnerable communities amid the North Sumatra fuel price adjustments,negative
2519,"government policy to divert fuel subsidies to sectors that are more urgent in order to realize the use of subsidies that are on target, support the adjustment of fuel prices in North Sumatra",positive
327,adjustment of fuel prices is the right step for the government of Jambi to support the adjustment of fuel prices,positive
1933,"the reason for the government is diverting its subsidies to more important sectors and it's right on target, how else do you do it, but with rising prices, distribution costs go up too, everyone goes up, everyone gets affected, so yeah, I think it's better to just subsidize fuel oil again",positive
640,let's support the adjustment of fuel prices which is the right step from the government,positive
2152,support the distribution of direct cash assistance fuel oil South Sumatra government appreciation,positive
2042,People of Jambi appreciate the adjustment in fuel prices for the benefit of all the people. Support professional government policies for the less fortunate,positive
1468,"steady, the government still cares about the people of the special region of Yogyakarta, the price of fuel oil in Yogyakarta",positive
1838,chairman of the parliament ri puan maharani did a work visit to the traditional market of pondok gede bekasi puan received a complaint from a rice trader named agus who complained about the increase in the price of fuel oil which had recently been signed by the government,negative
460,"he said subsidized fuel oil is used for people who are less well off, the fact is that there are still many rich people who use private cars and big motorbikes to buy subsidized fuel oil, it is very unfortunate if this continues to happen without any firmness from the government",positive
1046,the Jokowi government accelerates the distribution of direct fuel oil cash assistance to the people of West Sumatra,positive
1398,"The government is asked to pay attention to the allocation of fuel subsidy funds so that it is right on target for fuel subsidies last year which were not quite right on target, now reform efforts have been made to realize fuel oil on target",positive
1562,distribution of direct cash assistance and evidence that the government is protecting vulnerable communities amid the North Sumatra fuel price adjustments,negative
1975,the government is consistent for the welfare of the Indonesian people by providing direct fuel oil cash assistance,positive
419,"direct fuel oil cash assistance is effective in protecting people's purchasing power, the government is taking the right steps",positive
738,the distribution of direct cash assistance is evidence that the government is protecting vulnerable communities amid the adjustment in Jambi fuel prices,negative
1879,the government was able to maintain the economy amid adjustments to the price of fuel oil in West Sumatra,positive
1389,first turbo this afternoon down rp it's okay if you want to go up or down oppung keep using this fuel oil without expecting government subsidies like the ibn kadrun reactor try to tag the reactor,positive
1438,The government has been aggressively distributing direct fuel cash assistance or direct fuel oil cash assistance to the people of North Sumatra who support it,positive
497,the distribution of direct fuel cash assistance is the government's commitment to realize the use of subsidies that are right on target to support the distribution of direct cash assistance in North Sumatra,positive
375,"Complaint service for government assistance in Central Java, please report if there are irregularities in government assistance due to the increase in fuel oil",negative
975,the distribution of direct cash assistance is evidence that the government is protecting the vulnerable Balinese community amidst adjustments in fuel prices,negative
1209,adjustments to fuel prices were taken to reduce inflation in Sulawesi while supporting government steps,positive
2613,The government provides direct fuel oil cash assistance to the poor people of the Riau Islands,negative
404,fuel oil direct cash assistance is one of the government's efforts to make fuel subsidies right on target,positive
2467,support the government's policy of direct fuel oil cash assistance to the people of West Sumatra,positive
1425,The government made adjustments to the price of fuel oil to contain inflation. This policy was right on target in West Sumatra,positive
93,the government distributes direct fuel oil cash assistance in order to realize the use of subsidies that are right on target to support the distribution of direct cash assistance in North Sumatra,positive
1769,"prices go up, bad quality is rotten by the current government, just increasing fuel oil is already bothering the people, the quality of fuel is also sadly low",negative
2221,"the government must make adjustments to the price of fuel oil in order to contain inflation, which has a much greater cost impact in Gorontalo",positive
